initial_r_1,initial_r_2,r_1,r_2,ED_1,ED_2,initial_a_1,initial_a_2,initial_a_3,initial_a_4,a_1,a_2,a_3,a_4,EA_1,EA_2,EA_3,EA_4,ED_vec_max,EA_vec_max,Algo,Converged,Iterations
0.01,0.01,2.907044630113821,2.996051898027708,-1.5276668818842154e-13,1.3145040611561853e-13,3.0,48.0,1.0,9.6,12.888848537435516,22.044730252586405,3.6503954796767126,5.5176934709058765,-3.552713678800501e-15,3.339550858072471e-13,-3.113065361048939e-13,2.6645352591003757e-15,1.5276668818842154e-13,3.339550858072471e-13,LBFGS,1.0,2.0
0.01,0.01,4.961738269619808,1.1240027656879376e-15,6.81928087402639e-5,-0.6577944172320818,3.0,48.0,0.75,48.0,9.915521789638651,1.0594926785524865e-14,2.4788807664866486,8.766856360772225,-4.2543605438538634e-7,2.191905702019015,-4.254359993183243e-7,-7.349612231521974e-5,0.6577944172320818,2.191905702019015,LBFGS,1.0,8.0
0.01,0.01,4.961738269619808,6.409255063655991e-17,6.81928087402639e-5,-0.6577944172320738,3.0,48.0,0.75,48.0,9.915521789638651,1.0594926785524865e-14,2.4788807664866486,8.766856360772225,-4.2543605438538634e-7,2.1919057020190165,-4.254359993183243e-7,-7.349612230989067e-5,0.6577944172320738,2.1919057020190165,NM,1.0,480.0
0.01,0.01,4.961738270764235,1.6298814234801568e-15,6.818633623240089e-5,-0.6577944179960751,3.0,48.0,0.75,24.0,9.91552177462818,1.059492678432006e-14,2.478880763109154,8.766856357991282,-4.2397225996637644e-7,2.191905701790004,-4.254451737573106e-7,-7.349425821523425e-5,0.6577944179960751,2.191905701790004,LBFGS,1.0,3.0
0.01,0.01,4.961738270764224,9.584726484254243e-17,6.818633627858617e-5,-0.6577944179960751,3.0,48.0,0.75,24.0,9.915521774628264,1.0594926784320285e-14,2.478880763109177,8.766856357991191,-4.239722226628828e-7,2.1919057017900023,-4.2544516665188326e-7,-7.349425813174548e-5,0.6577944179960751,2.1919057017900023,NM,1.0,527.0
0.01,0.01,2.9070446301138113,2.996051898027709,-2.842170943040401e-14,-1.7763568394002505e-13,3.0,48.0,0.75,16.0,12.888848537435555,22.04473025258666,3.6503954796762503,5.517693470905913,-1.0835776720341528e-13,1.9539925233402755e-13,1.8696155734687636e-13,-6.217248937900877e-15,1.7763568394002505e-13,1.9539925233402755e-13,LBFGS,1.0,1.0
0.01,0.01,2.282505824446698e-15,1.223779246316248e-35,-2.1079632426655275,-0.6585514693684864,3.0,48.0,0.75,12.0,14.053223082243477,1.057943005034605e-14,8.279785544303662e-17,8.765999369977639,-5.936175083931516e-6,2.1922547486612327,3.513333962221384,-0.00028958568660186756,2.1079632426655275,3.513333962221384,LBFGS,1.0,3.0
0.01,0.01,1.380667533936544e-16,1.223779246316248e-35,-2.1079632426655133,-0.6585514693684864,3.0,48.0,0.75,12.0,14.053223082243477,1.057943005034605e-14,8.279785544303662e-17,8.765999369977639,-5.936175075049732e-6,2.1922547486612327,3.5133339622213864,-0.00028958568660186756,2.1079632426655133,3.5133339622213864,NM,1.0,234.0
0.01,0.01,2.9070446301138073,2.996051898027709,5.684341886080802e-14,-8.881784197001252e-14,3.0,48.0,0.75,9.6,12.888848537435305,22.04473025258718,3.650395479676315,5.5176934709059795,3.552713678800501e-14,-1.9184653865522705e-13,1.199040866595169e-13,-3.9968028886505635e-14,8.881784197001252e-14,1.9184653865522705e-13,LBFGS,1.0,1.0
0.01,0.01,4.961738269619808,1.1475555181197022e-15,6.81928087402639e-5,-0.6577944172320818,3.0,48.0,0.6,48.0,9.915521789638651,1.0594926785524865e-14,2.4788807664866472,8.766856360772225,-4.2543605438538634e-7,2.191905702019015,-4.254359979860567e-7,-7.349612231521974e-5,0.6577944172320818,2.191905702019015,LBFGS,1.0,9.0
0.01,0.01,4.961738269619808,6.554874908291035e-17,6.81928087402639e-5,-0.6577944172320738,3.0,48.0,0.6,48.0,9.915521789638651,1.0594926785524865e-14,2.4788807664866472,8.766856360772225,-4.2543605438538634e-7,2.1919057020190165,-4.254359979860567e-7,-7.349612230989067e-5,0.6577944172320738,2.1919057020190165,NM,1.0,480.0
0.01,0.01,4.961738269580296,3.2113602384690763e-15,6.819198377527869e-5,-0.6577944330468792,3.0,48.0,0.6,24.0,9.915521790950232,1.0594926548735546e-14,2.478880760474607,8.766856347040644,-4.267153492776288e-7,2.191905697272822,-4.194158864656572e-7,-7.350136798223161e-5,0.6577944330468792,2.191905697272822,LBFGS,1.0,2.0
0.01,0.01,4.961738267631545,2.2759482337318125e-16,6.820316891165135e-5,-0.65779441993931,3.0,48.0,0.6,24.0,9.91552181178452,1.0594926746896205e-14,2.4788807717866947,8.766856358027937,-4.244141447173888e-7,2.191905701206231,-4.2494410079640943e-7,-7.349662653233224e-5,0.65779441993931,2.191905701206231,NM,0.0,7.0e6
0.01,0.01,1.2467358692637044e-15,3.57846382115503e-17,-2.107963293390525,-0.6585514844077842,3.0,48.0,0.6,16.0,14.05322297242729,1.0579429663663845e-14,8.279784911892923e-17,8.765999390452247,-5.948097204111491e-6,2.192254744139958,3.5133339317858976,-0.0002896242056547038,2.107963293390525,3.5133339317858976,LBFGS,1.0,2.0
0.01,0.01,2.4406042694198852e-20,2.1180840279591055e-21,-2.1079632215952566,-0.6585514096261074,3.0,48.0,0.6,16.0,14.053223113029604,1.0579430878183743e-14,8.279785841977684e-17,8.765999435373848,-5.916393249094654e-6,2.1922547666080163,3.51333397486373,-0.0002895793988333395,2.1079632215952566,3.51333397486373,NM,1.0,228.0
0.01,0.01,4.961738269619808,2.078567799117815e-15,6.819280873671119e-5,-0.6577944172320791,3.0,48.0,0.6,12.0,9.915521789638643,1.0594926785525015e-14,2.4788807664866455,8.76685636077223,-4.25436047279959e-7,2.1919057020190174,-4.2543599665378906e-7,-7.349612231166702e-5,0.6577944172320791,2.1919057020190174,LBFGS,1.0,11.0
0.01,0.01,4.961738266880892,3.519001338989639e-17,6.820336781032665e-5,-0.6577944165477936,3.0,48.0,0.6,12.0,9.915521806773919,1.059492680564452e-14,2.4788807682800105,8.766856359324246,-4.1219855262397687e-7,2.1919057022241213,-4.1963616892459754e-7,-7.349385314370238e-5,0.6577944165477936,2.1919057022241213,NM,1.0,420.0
0.01,0.01,0.0,3.8882698272159932,-2.759764800936713,-0.5232315292159981,3.0,48.0,0.6,9.6,11.799427216548407,19.441664462138853,9.274980422306903e-7,4.85143594945698,-0.054554643325026575,0.011944080322503936,3.334829480616093,0.011966186158359093,2.759764800936713,3.334829480616093,LBFGS,1.0,2.0
0.01,0.01,0.0,3.8882698272159932,-2.759764800936713,-0.5232315292159981,3.0,48.0,0.6,9.6,11.799427216548407,19.441664462138853,9.274980422306903e-7,4.85143594945698,-0.054554643325026575,0.011944080322503936,3.334829480616093,0.011966186158359093,2.759764800936713,3.334829480616093,NM,1.0,350.0
0.01,0.01,4.961766308717533,1.0572185755407096e-15,-3.931143055524444e-8,-7.96349346796402,3.0,51.0,3.0,51.0,9.91522698569455,0.0,2.4788068105714967,0.0,-9.170797454771673e-11,0.0,-6.417078601828052e-8,0.0,7.96349346796402,6.417078601828052e-8,LBFGS,1.0,0.0
0.01,0.01,4.961766308717533,5.99774610820514e-17,-3.931143055524444e-8,-7.963493467964014,3.0,51.0,3.0,51.0,9.91522698569455,0.0,2.4788068105714967,0.0,-9.170797454771673e-11,0.0,-6.417078601828052e-8,0.0,7.963493467964014,6.417078601828052e-8,NM,1.0,132.0
0.01,0.01,2.9070446301138197,2.9960518980277095,-5.080380560684716e-13,-4.973799150320701e-14,3.0,51.0,3.0,25.5,12.888848537434908,22.044730252587,3.6503954796762814,5.517693470906104,2.398081733190338e-13,8.526512829121202e-14,3.2862601528904634e-14,-1.4033219031261979e-13,5.080380560684716e-13,2.398081733190338e-13,LBFGS,1.0,1.0
0.01,0.01,2.9070446301138126,2.996051898027709,1.5631940186722204e-13,-1.8474111129762605e-13,3.0,51.0,3.0,17.0,12.888848537435356,22.044730252587023,3.650395479676597,5.51769347090594,5.3290705182007514e-14,-1.3145040611561853e-13,-1.6830981053317373e-13,-2.4868995751603507e-14,1.8474111129762605e-13,1.6830981053317373e-13,LBFGS,1.0,1.0
0.01,0.01,2.9070446301138113,2.996051898027709,6.039613253960852e-14,-7.815970093361102e-14,3.0,51.0,3.0,12.75,12.888848537435052,22.044730252586945,3.6503954796765594,5.517693470906088,2.682298827494378e-13,3.197442310920451e-14,-1.4699352846037073e-13,-1.509903313490213e-13,7.815970093361102e-14,2.682298827494378e-13,LBFGS,1.0,1.0
0.01,0.01,2.907044630113806,2.996051898027709,8.881784197001252e-14,-8.171241461241152e-14,3.0,51.0,3.0,10.2,12.888848537435212,22.044730252586767,3.650395479676311,5.5176934709061385,1.438849039914203e-13,1.9895196601282805e-13,1.3500311979441904e-13,-2.042810365310288e-13,8.881784197001252e-14,2.042810365310288e-13,LBFGS,1.0,1.0
0.01,0.01,4.961738269620415,3.0637689425413444e-23,6.819280558900687e-5,-0.6577944172316244,3.0,51.0,1.5,51.0,9.915521789632908,1.0594926785537136e-14,2.4788807664840973,8.76685636077148,-4.254373831003022e-7,2.191905702019152,-4.2543521594495814e-7,-7.349612102380831e-5,0.6577944172316244,2.191905702019152,LBFGS,1.0,37.0
0.01,0.01,4.961738273654155,6.984732663303621e-26,6.817009143844643e-5,-0.657794427328886,3.0,51.0,1.5,51.0,9.9155217332702,1.0594926555522473e-14,2.478880758537245,8.766856368311517,-4.1678112694398806e-7,2.1919056989889953,-4.294149769101807e-7,-7.35157774975903e-5,0.657794427328886,2.1919056989889953,NM,0.0,7.0e6
0.01,0.01,2.90704463011382,2.996051898027708,-2.0961010704922955e-13,1.4566126083082054e-13,3.0,51.0,1.5,25.5,12.888848537435166,22.044730252587264,3.650395479676714,5.517693470905442,2.0250467969162855e-13,-3.801403636316536e-13,-3.423927807943983e-13,4.733990977001667e-13,2.0961010704922955e-13,4.733990977001667e-13,LBFGS,1.0,2.0
0.01,0.01,2.9070446301138033,2.996051898027708,9.237055564881302e-14,1.3500311979441904e-13,3.0,51.0,1.5,17.0,12.888848537435585,22.044730252586817,3.650395479676223,5.517693470905773,-9.237055564881302e-14,4.263256414560601e-14,2.6645352591003757e-13,1.3677947663381929e-13,1.3500311979441904e-13,2.6645352591003757e-13,LBFGS,1.0,1.0
0.01,0.01,2.9070446301138113,2.996051898027708,1.2789769243681803e-13,4.618527782440651e-14,3.0,51.0,1.5,12.75,12.88884853743574,22.044730252586533,3.650395479676532,5.517693470905818,-1.545430450278218e-13,1.9184653865522705e-13,-5.861977570020827e-14,5.773159728050814e-14,1.2789769243681803e-13,1.9184653865522705e-13,LBFGS,1.0,2.0
0.01,0.01,2.907044630113808,2.996051898027708,2.1316282072803006e-14,1.9895196601282805e-13,3.0,51.0,1.5,10.2,12.888848537435482,22.044730252587012,3.650395479676437,5.517693470905894,-4.085620730620576e-14,-1.2789769243681803e-13,1.509903313490213e-14,2.1316282072803006e-14,1.9895196601282805e-13,1.2789769243681803e-13,LBFGS,1.0,2.0
0.01,0.01,4.905081427316846,1.7181897593518975,0.1193801130619363,-0.6856461134708027,3.0,51.0,1.0,51.0,10.50582530228762,3.5086496676188885e-6,2.62705082815345,9.54080102269609,-0.0007929093563028289,2.6674216315180908,-0.0007927299206205163,-0.11291703329756331,0.6856461134708027,2.6674216315180908,LBFGS,1.0,19.0
0.01,0.01,4.905081428539383,1.7181897566488282,0.11938011291668715,-0.6856461126911917,3.0,51.0,1.0,51.0,10.505825306047967,3.5086495626767312e-6,2.6270508296137995,9.540801036525558,-0.000792924824407848,2.6674216317204076,-0.0007927343079097149,-0.11291703326625147,0.6856461126911917,2.6674216317204076,NM,0.0,7.0e6
0.01,0.01,2.907044630113804,2.996051898027708,1.0658141036401503e-13,1.3855583347321954e-13,3.0,51.0,1.0,25.5,12.888848537435516,22.04473025258708,3.650395479676314,5.517693470905726,-5.5067062021407764e-14,-1.9539925233402755e-13,1.6431300764452317e-13,1.8918200339612667e-13,1.3855583347321954e-13,1.9539925233402755e-13,LBFGS,1.0,1.0
0.01,0.01,2.907044630113823,2.996051898027708,-1.6697754290362354e-13,-1.0658141036401503e-14,3.0,51.0,1.0,17.0,12.8888485374359,22.044730252586717,3.650395479676607,5.51769347090545,-3.090860900556436e-13,-6.039613253960852e-14,-1.9761969838327786e-13,4.085620730620576e-13,1.6697754290362354e-13,4.085620730620576e-13,LBFGS,1.0,2.0
0.01,0.01,2.907044630113824,2.9960518980277095,-3.517186542012496e-13,-1.2434497875801753e-13,3.0,51.0,1.0,12.75,12.888848537434908,22.044730252587023,3.6503954796766305,5.517693470906112,2.8954616482224083e-13,3.552713678800501e-15,-3.2018832030189515e-13,-1.6342482922482304e-13,3.517186542012496e-13,3.2018832030189515e-13,LBFGS,1.0,1.0
0.01,0.01,2.9070446301138033,2.996051898027708,1.5631940186722204e-13,8.171241461241152e-14,3.0,51.0,1.0,10.2,12.888848537435315,22.044730252586834,3.650395479676312,5.517693470905597,1.5631940186722204e-13,3.197442310920451e-14,1.745270594710746e-13,3.1441516057384433e-13,1.5631940186722204e-13,3.1441516057384433e-13,LBFGS,1.0,2.0
0.01,0.01,4.961738269619808,3.006031111253399e-15,6.81928087402639e-5,-0.6577944172320818,3.0,51.0,0.75,51.0,9.915521789638651,1.059492678552509e-14,2.478880766486648,8.766856360772234,-4.2543605438538634e-7,2.1919057020190174,-4.254359988742351e-7,-7.349612231521974e-5,0.6577944172320818,2.1919057020190174,LBFGS,1.0,6.0
0.01,0.01,4.9617382686225975,1.3378401196621303e-17,6.8198884335402e-5,-0.6577944165975023,3.0,51.0,0.75,51.0,9.91552180927401,1.0594926866058285e-14,2.4788807650907656,8.766856346628593,-4.3308640051975544e-7,2.1919057022097626,-4.210438633300839e-7,-7.348121729933155e-5,0.6577944165975023,2.1919057022097626,NM,1.0,496.0
0.01,0.01,1.594126894448399e-15,5.250990711271713,-0.6582337384484882,0.00018782508500692074,3.0,51.0,0.75,25.5,2.967391167201878e-13,7.1640861471404165,8.766358948075412,1.7910221588360733,2.192107286597613,-8.294016780041602e-7,-0.0001985205834174053,-8.2940138868004e-7,0.6582337384484882,2.192107286597613,LBFGS,1.0,12.0
0.01,0.01,1.2834500527082095e-18,5.250990710037486,-0.6582337373133829,0.00018783771894703705,3.0,51.0,0.75,25.5,2.9673911532002814e-13,7.164086168812737,8.766358962921712,1.791022168554911,2.1921072869361455,-8.355227985035185e-7,-0.00019853406702807774,-8.35232426332766e-7,0.6582337373133829,2.1921072869361455,NM,1.0,538.0
0.01,0.01,2.2232907578088496e-14,2.9686646672677703,-1.6803212327891224,-1.008850213279981,3.0,51.0,0.75,17.0,14.857686363386907,24.9767946833113,6.678995418449641e-8,0.0016200716424708277,-0.03655612211009718,0.0589452369105139,3.84375559521311,6.269645605039091,1.6803212327891224,6.269645605039091,LBFGS,1.0,2.0
0.01,0.01,1.8761938544106427e-49,3.8882698041909,-2.7597647792882603,-0.5232314991907145,3.0,51.0,0.75,17.0,11.799427239834515,19.441664708910427,9.274981482915356e-7,4.851436013812436,-0.0545546484324948,0.011944060800349376,3.334829503255814,0.011966178615257839,2.7597647792882603,3.334829503255814,NM,0.0,7.0e6
0.01,0.01,1.4499884902932573e-15,1.0736142751648569e-19,-2.107963242426111,-0.6585514697878949,3.0,51.0,0.75,12.75,14.053223082723981,1.0579430043565742e-14,8.279785547377191e-17,8.76599936971928,-5.936081004520588e-6,2.1922547485352024,3.513333962365035,-0.0002895859314726579,2.107963242426111,3.513333962365035,LBFGS,1.0,10.0
0.01,0.01,7.672862930859567e-22,3.882762150635374e-22,-2.107963269291451,-0.6585514758021489,3.0,51.0,0.75,12.75,14.05322299289449,1.0579429928567601e-14,8.27978528706913e-17,8.765999369693956,-5.910727631786017e-6,2.192254746728428,3.5133339462456212,-0.00028959312253995506,2.107963269291451,3.5133339462456212,NM,1.0,279.0
0.01,0.01,2.907044630113787,2.996051898027707,4.334310688136611e-13,2.6290081223123707e-13,3.0,51.0,0.75,10.2,12.88884853743598,22.044730252586874,3.650395479675829,5.517693470904786,-2.291500322826323e-13,-1.9184653865522705e-13,8.060219158778636e-13,1.0818013151947525e-12,4.334310688136611e-13,1.0818013151947525e-12,LBFGS,1.0,2.0
0.01,0.01,4.961738269619807,2.2661074019449063e-15,6.819280874736933e-5,-0.6577944172320791,3.0,51.0,0.6,51.0,9.915521789638655,1.0594926785525015e-14,2.4788807664866495,8.76685636077223,-4.2543604550360214e-7,2.1919057020190174,-4.2543599709787827e-7,-7.349612231166702e-5,0.6577944172320791,2.1919057020190174,LBFGS,1.0,6.0
0.01,0.01,4.961738266880889,3.876757183132462e-17,6.820336781743208e-5,-0.6577944165477936,3.0,51.0,0.6,51.0,9.915521806773922,1.059492680564452e-14,2.478880768280014,8.766856359324246,-4.121985277549811e-7,2.1919057022241213,-4.1963616537188386e-7,-7.349385314370238e-5,0.6577944165477936,2.1919057022241213,NM,1.0,420.0
0.01,0.01,2.9070446301138126,2.996051898027709,5.3290705182007514e-14,-1.2789769243681803e-13,3.0,51.0,0.6,25.5,12.888848537435395,22.04473025258695,3.6503954796765,5.517693470906044,-1.7763568394002505e-15,-4.618527782440651e-14,-7.815970093361102e-14,-1.2523315717771766e-13,1.2789769243681803e-13,1.2523315717771766e-13,LBFGS,1.0,2.0
0.01,0.01,2.9070446301137656,2.9960518980277078,7.744915819785092e-13,2.5579538487363607e-13,3.0,51.0,0.6,17.0,12.888848537435452,22.044730252587676,3.65039547967549,5.517693470905513,1.7763568394002505e-14,-5.933031843596837e-13,1.1954881529163686e-12,4.5297099404706387e-13,7.744915819785092e-13,1.1954881529163686e-12,LBFGS,1.0,2.0
0.01,0.01,4.905081427309236,1.718189759350135,0.11938011308068397,-0.6856461134578282,3.0,51.0,0.6,12.75,10.505825302291306,3.5086496676250214e-6,2.6270508281549825,9.540801022692637,-0.0007929092792977599,2.6674216315214103,-0.0007927299019803158,-0.1129170332787659,0.6856461134578282,2.6674216315214103,LBFGS,1.0,6.0
0.01,0.01,4.905081424608611,1.7181897569476894,0.11938013987072793,-0.6856461284778703,3.0,51.0,0.6,12.75,10.505825362483677,3.5086494600888906e-6,2.6270508602464746,9.540801070981072,-0.000792932016196346,2.667421624595903,-0.0007927526296045428,-0.1129170770327157,0.6856461284778703,2.667421624595903,NM,0.0,7.0e6
0.01,0.01,3.054998035005218e-15,3.8882698141531917,-2.7597648090936993,-0.5232314966087266,3.0,51.0,0.6,10.2,11.799427189613851,19.441664608953445,9.274980782892741e-7,4.851435986675926,-0.054554647233750586,0.011944075587521752,3.3348294789408888,0.011966184459315521,2.7597648090936993,3.3348294789408888,LBFGS,1.0,7.0
0.01,0.01,2.4265847729632802e-20,3.8882698152178468,-2.759764812896603,-0.5232314925339736,3.0,51.0,0.6,10.2,11.799427186448305,19.441664610609187,9.274980769648999e-7,4.851436030832321,-0.05455465275551674,0.011944068038637567,3.3348294765335127,0.011966138829635042,2.759764812896603,3.3348294765335127,NM,0.0,7.0e6
0.01,0.01,4.961738269619807,1.674751234326762e-15,6.819280874736933e-5,-0.6577944172320827,3.0,54.0,3.0,54.0,9.91552178963866,1.059492678552494e-14,2.4788807664866503,8.766856360772225,-4.2543605083267266e-7,2.1919057020190156,-4.254359979860567e-7,-7.349612231344338e-5,0.6577944172320827,2.1919057020190156,LBFGS,1.0,6.0
0.01,0.01,4.9617382692374745,2.0182173194148606e-17,6.819559839854605e-5,-0.6577944143534058,3.0,54.0,3.0,54.0,9.915521790080094,1.0594926843072514e-14,2.4788807753793565,8.766856360283239,-4.2109126141554043e-7,2.191905702882954,-4.3313214836970815e-7,-7.34921790197518e-5,0.6577944143534058,2.191905702882954,NM,1.0,527.0
0.01,0.01,2.907044630113813,2.996051898027709,-2.4158453015843406e-13,3.552713678800501e-15,3.0,54.0,3.0,27.0,12.888848537435246,22.044730252586895,3.6503954796762677,5.51769347090609,4.973799150320701e-14,9.237055564881302e-14,1.2034817586936697e-13,-1.5010215292932116e-13,2.4158453015843406e-13,1.5010215292932116e-13,LBFGS,1.0,1.0
0.01,0.01,4.961738269619808,2.973107034339715e-15,6.819280874381661e-5,-0.6577944172320818,3.0,54.0,3.0,18.0,9.915521789638646,1.059492678552509e-14,2.4788807664866472,8.766856360772234,-4.254360490563158e-7,2.1919057020190174,-4.254359979860567e-7,-7.349612231521974e-5,0.6577944172320818,2.1919057020190174,LBFGS,1.0,7.0
0.01,0.01,4.9617382686225975,1.320826021717344e-17,6.8198884335402e-5,-0.6577944165975023,3.0,54.0,3.0,18.0,9.91552180927401,1.0594926866058285e-14,2.478880765090766,8.766856346628593,-4.3308640051975544e-7,2.1919057022097626,-4.2104386377417313e-7,-7.348121729933155e-5,0.6577944165975023,2.1919057022097626,NM,1.0,496.0
0.01,0.01,2.9070446301138055,2.9960518980277095,-2.4868995751603507e-13,-1.3500311979441904e-13,3.0,54.0,3.0,13.5,12.888848537434967,22.044730252587296,3.650395479675893,5.517693470905844,2.007283228522283e-13,-1.5276668818842154e-13,5.018208071305708e-13,1.341149413747189e-13,2.4868995751603507e-13,5.018208071305708e-13,LBFGS,1.0,2.0
0.01,0.01,2.9070446301138166,2.996051898027709,7.105427357601002e-14,-1.4210854715202004e-13,3.0,54.0,3.0,10.8,12.888848537435264,22.044730252587442,3.650395479676748,5.5176934709058925,8.171241461241152e-14,-5.009326287108706e-13,-3.5482727867020003e-13,3.552713678800501e-14,1.4210854715202004e-13,5.009326287108706e-13,LBFGS,1.0,2.0
0.01,0.01,4.961738269619868,7.794507866254984e-16,6.819280858039178e-5,-0.6577944172320871,3.0,54.0,1.5,54.0,9.915521789638651,1.0594926785524865e-14,2.478880766486649,8.766856360772191,-4.254366920974917e-7,2.191905702019013,-4.2543615919043987e-7,-7.349612229035074e-5,0.6577944172320871,2.191905702019013,LBFGS,1.0,5.0
0.01,0.01,4.96173827231723,1.2931697624205346e-18,6.818152758469864e-5,-0.6577944180896491,3.0,54.0,1.5,54.0,9.915521755501551,1.059492675383264e-14,2.4788807774959865,8.76685636392702,-4.215779014771215e-7,2.1919057017618644,-4.4401507404145946e-7,-7.350030623243242e-5,0.6577944180896491,2.1919057017618644,NM,1.0,538.0
0.01,0.01,4.961766311859405,1.6203883231697486e-15,-6.773871774612417e-8,-7.963493467964023,3.0,54.0,1.5,27.0,9.915226844251263,0.0,2.478806847336474,0.0,9.973509484950682e-8,0.0,-1.1133988442324494e-7,0.0,7.963493467964023,1.1133988442324494e-7,LBFGS,1.0,0.0
0.01,0.01,4.961766304702716,3.34567726223211e-17,-3.141374449455725e-8,-7.963493467964014,3.0,54.0,1.5,27.0,9.91522696775387,0.0,2.478806817706812,0.0,5.92223550199833e-8,0.0,-6.096275573241883e-8,0.0,7.963493467964014,6.096275573241883e-8,NM,1.0,135.0
0.01,0.01,2.9070446301138086,2.996051898027708,8.171241461241152e-14,2.3092638912203256e-13,3.0,54.0,1.5,18.0,12.888848537435281,22.04473025258709,3.650395479676599,5.5176934709059715,1.2256862191861728e-13,-1.6342482922482304e-13,-1.5498713423767185e-13,-4.529709940470639e-14,2.3092638912203256e-13,1.6342482922482304e-13,LBFGS,1.0,1.0
0.01,0.01,2.9070446301138073,2.996051898027708,-3.410605131648481e-13,-2.8066438062523957e-13,3.0,54.0,1.5,13.5,12.888848537436386,22.044730252586344,3.650395479675317,5.517693470904382,-6.572520305780927e-13,2.2737367544323206e-13,1.1906031716080179e-12,1.4557244298885053e-12,3.410605131648481e-13,1.4557244298885053e-12,LBFGS,1.0,3.0
0.01,0.01,2.9070446301138086,2.9960518980277078,1.9895196601282805e-13,1.3500311979441904e-13,3.0,54.0,1.5,10.8,12.888848537435807,22.04473025258707,3.6503954796765408,5.517693470905425,-2.042810365310288e-13,-3.339550858072471e-13,-4.884981308350689e-14,4.53859172466764e-13,1.9895196601282805e-13,4.53859172466764e-13,LBFGS,1.0,2.0
0.01,0.01,4.961738269619807,1.6231884614858317e-15,6.819280874381661e-5,-0.6577944172320773,3.0,54.0,1.0,54.0,9.915521789638646,1.0594926785525015e-14,2.478880766486647,8.766856360772225,-4.2543604017453163e-7,2.191905702019017,-4.2543599532152143e-7,-7.349612230811431e-5,0.6577944172320773,2.191905702019017,LBFGS,1.0,6.0
0.01,0.01,4.961738270896267,5.360562088598154e-18,6.818902907568258e-5,-0.6577944183498792,3.0,54.0,1.0,54.0,9.915521787284941,1.0594926871560684e-14,2.478880765824475,8.766856338540157,-4.36763425426534e-7,2.1919057016843766,-4.2819409618033433e-7,-7.347523180811777e-5,0.6577944183498792,2.1919057016843766,NM,1.0,527.0
0.01,0.01,2.907044630113828,2.9960518980277104,-6.146194664324867e-13,-4.689582056016661e-13,3.0,54.0,1.0,27.0,12.88884853743504,22.04473025258666,3.650395479676227,5.517693470906043,1.3145040611561853e-13,3.446132268436486e-13,4.929390229335695e-14,-1.0125233984581428e-13,6.146194664324867e-13,3.446132268436486e-13,LBFGS,1.0,1.0
0.01,0.01,2.9070446301138104,2.996051898027709,8.881784197001252e-14,-1.6342482922482304e-13,3.0,54.0,1.0,18.0,12.88884853743539,22.044730252586945,3.650395479676416,5.517693470905936,1.7763568394002505e-14,-3.907985046680551e-14,2.042810365310288e-14,-1.687538997430238e-14,1.6342482922482304e-13,3.907985046680551e-14,LBFGS,1.0,1.0
0.01,0.01,4.905081427316846,1.718189759351898,0.1193801130619363,-0.6856461134708063,3.0,54.0,1.0,13.5,10.50582530228762,3.5086496676189134e-6,2.6270508281534495,9.540801022696082,-0.0007929093563028289,2.6674216315180903,-0.0007927299206200722,-0.11291703329755798,0.6856461134708063,2.6674216315180903,LBFGS,1.0,9.0
0.01,0.01,4.905081431805391,1.718189753450118,0.11938009409530181,-0.685646108575579,3.0,54.0,1.0,13.5,10.505825248304381,3.5086494607887507e-6,2.62705081714473,9.540801044878899,-0.00079290643131813,2.6674216340331753,-0.000792731676464431,-0.11291702366889922,0.685646108575579,2.6674216340331753,NM,0.0,7.0e6
0.01,0.01,4.961738269619809,3.185768023745052e-15,6.819280873315847e-5,-0.6577944172320791,3.0,54.0,1.0,10.8,9.915521789638637,1.0594926785525166e-14,2.478880766486645,8.76685636077223,-4.254360526090295e-7,2.191905702019018,-4.254359988742351e-7,-7.349612230989067e-5,0.6577944172320791,2.191905702019018,LBFGS,1.0,8.0
0.01,0.01,4.961738270925706,6.334137530365421e-18,6.818244831663378e-5,-0.6577944232411053,3.0,54.0,1.0,10.8,9.915521763724039,1.0594926714490463e-14,2.4788807562897404,8.76685635163656,-4.1621487412157876e-7,2.191905700216086,-4.1941244921517296e-7,-7.349419742119778e-5,0.6577944232411053,2.191905700216086,NM,1.0,535.0
0.01,0.01,3.013534074413659,3.697200603542073e-15,-0.19427985115042645,-2.421427569374874,3.0,54.0,0.75,54.0,26.953516118634738,12.945930457567,6.729304865509032,7.7899091668928e-8,0.012077171496603256,-0.03630937672691381,0.012093457023802934,3.4370500543326608,2.421427569374874,3.4370500543326608,LBFGS,1.0,4.0
0.01,0.01,3.0135340657752825,8.909975151000403e-20,-0.19427983586065167,-2.421427564758174,3.0,54.0,0.75,54.0,26.953516191803104,12.945930478732777,6.729304893049305,7.789909372422658e-8,0.012077180112314068,-0.036309390980623135,0.012093449929549749,3.437050058293513,2.421427564758174,3.437050058293513,NM,0.0,7.0e6
0.01,0.01,4.961738269619808,8.052125238348061e-16,6.819280874381661e-5,-0.6577944172320791,3.0,54.0,0.75,27.0,9.915521789638655,1.0594926785524865e-14,2.478880766486649,8.766856360772222,-4.254360579381e-7,2.1919057020190156,-4.2543599976241353e-7,-7.349612230989067e-5,0.6577944172320791,2.1919057020190156,LBFGS,1.0,6.0
